               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 331,            0.011608,           0.0046701,                   0,             0.99999,                   1,               0.995,             0.89805,           0.0067167,           0.0021658,                   0,           0.0059034,           0.0059034,           0.0059034
                 332,            0.010937,           0.0046524,                   0,             0.99998,                   1,               0.995,             0.92121,            0.006493,           0.0021819,                   0,           0.0058833,           0.0058833,           0.0058833
                 333,            0.011205,           0.0052956,                   0,             0.99997,                   1,               0.995,             0.91658,           0.0064614,           0.0022938,                   0,           0.0058631,           0.0058631,           0.0058631
                 334,            0.011591,           0.0051444,                   0,             0.99997,                   1,               0.995,             0.90825,           0.0064812,           0.0023813,                   0,            0.005843,            0.005843,            0.005843
                 335,            0.010981,           0.0046459,                   0,             0.99997,                   1,               0.995,             0.91087,           0.0066638,           0.0022048,                   0,           0.0058229,           0.0058229,           0.0058229
                 336,            0.011632,           0.0053629,                   0,             0.99998,                   1,               0.995,             0.90956,           0.0068409,           0.0021893,                   0,           0.0058027,           0.0058027,           0.0058027
                 337,            0.011133,           0.0051782,                   0,             0.99999,                   1,               0.995,             0.91017,           0.0069922,           0.0021363,                   0,           0.0057826,           0.0057826,           0.0057826
                 338,            0.011415,           0.0049915,                   0,             0.99999,                   1,               0.995,             0.91726,           0.0067837,           0.0021574,                   0,           0.0057624,           0.0057624,           0.0057624
                 339,            0.010345,           0.0045642,                   0,             0.99996,                   1,               0.995,             0.90629,           0.0071311,            0.002113,                   0,           0.0057422,           0.0057422,           0.0057422
                 340,            0.010952,           0.0049509,                   0,             0.99998,                   1,               0.995,             0.90865,           0.0072648,           0.0020997,                   0,           0.0057221,           0.0057221,           0.0057221
                 341,            0.011054,           0.0052221,                   0,                   1,                   1,               0.995,             0.90507,           0.0070086,           0.0020184,                   0,           0.0057019,           0.0057019,           0.0057019
                 342,            0.010917,           0.0046374,                   0,             0.99999,                   1,               0.995,             0.89785,           0.0069447,           0.0020876,                   0,           0.0056817,           0.0056817,           0.0056817
                 343,            0.011337,           0.0050727,                   0,             0.99998,                   1,               0.995,             0.89341,           0.0068485,           0.0021221,                   0,           0.0056615,           0.0056615,           0.0056615
                 344,            0.010896,           0.0049551,                   0,                   1,                   1,               0.995,             0.90089,           0.0069132,           0.0021514,                   0,           0.0056413,           0.0056413,           0.0056413
                 345,            0.011375,           0.0050326,                   0,             0.99999,                   1,               0.995,             0.91596,           0.0064506,           0.0020907,                   0,           0.0056212,           0.0056212,           0.0056212
                 346,            0.010235,           0.0050977,                   0,             0.99997,                   1,               0.995,             0.90886,           0.0064294,           0.0020738,                   0,            0.005601,            0.005601,            0.005601
                 347,            0.011591,           0.0047859,                   0,             0.99998,                   1,               0.995,             0.90873,            0.006445,           0.0020839,                   0,           0.0055808,           0.0055808,           0.0055808
                 348,             0.01084,           0.0048173,                   0,             0.99997,                   1,               0.995,             0.89467,           0.0067974,           0.0021543,                   0,           0.0055606,           0.0055606,           0.0055606
                 349,            0.010556,           0.0048551,                   0,             0.99996,                   1,               0.995,             0.90224,           0.0066918,           0.0022088,                   0,           0.0055404,           0.0055404,           0.0055404
                 350,            0.012288,           0.0051018,                   0,             0.99996,                   1,               0.995,              0.9063,           0.0065719,           0.0023039,                   0,           0.0055202,           0.0055202,           0.0055202
                 351,            0.011272,           0.0049432,                   0,             0.99997,                   1,               0.995,             0.90325,           0.0068604,           0.0023488,                   0,              0.0055,              0.0055,              0.0055
                 352,           0.0099811,           0.0049255,                   0,             0.99999,                   1,               0.995,              0.9007,           0.0072839,           0.0024469,                   0,           0.0054798,           0.0054798,           0.0054798
                 353,            0.011193,           0.0047161,                   0,             0.99998,                   1,               0.995,             0.88402,           0.0074073,           0.0023124,                   0,           0.0054596,           0.0054596,           0.0054596
                 354,            0.010715,           0.0045388,                   0,             0.99998,                   1,               0.995,               0.889,           0.0068038,           0.0022625,                   0,           0.0054394,           0.0054394,           0.0054394
                 355,            0.013029,           0.0047566,                   0,             0.99997,                   1,               0.995,             0.87998,           0.0069122,           0.0023449,                   0,           0.0054192,           0.0054192,           0.0054192
                 356,            0.010302,           0.0048272,                   0,             0.99998,                   1,               0.995,             0.89315,           0.0068832,           0.0023764,                   0,            0.005399,            0.005399,            0.005399
                 357,            0.010445,           0.0045313,                   0,             0.99997,                   1,               0.995,             0.89505,            0.007194,           0.0023939,                   0,           0.0053788,           0.0053788,           0.0053788
                 358,            0.011301,           0.0047442,                   0,             0.99998,                   1,               0.995,             0.90227,           0.0071624,           0.0024156,                   0,           0.0053587,           0.0053587,           0.0053587
                 359,            0.010387,           0.0047929,                   0,             0.99998,                   1,               0.995,             0.91348,           0.0068078,            0.002356,                   0,           0.0053385,           0.0053385,           0.0053385
                 360,            0.011168,           0.0050713,                   0,             0.99998,                   1,               0.995,              0.9102,           0.0067803,           0.0022818,                   0,           0.0053183,           0.0053183,           0.0053183
                 361,            0.012176,            0.005171,                   0,                   1,             0.99996,               0.995,             0.90822,           0.0068419,           0.0022419,                   0,           0.0052981,           0.0052981,           0.0052981
                 362,             0.01086,           0.0050924,                   0,                   1,                   1,               0.995,             0.89659,            0.006763,           0.0023186,                   0,           0.0052779,           0.0052779,           0.0052779
                 363,            0.011497,           0.0049951,                   0,                   1,                   1,               0.995,             0.89288,           0.0067969,           0.0023582,                   0,           0.0052578,           0.0052578,           0.0052578
                 364,            0.011008,           0.0045596,                   0,                   1,                   1,               0.995,             0.89206,           0.0068497,           0.0022681,                   0,           0.0052376,           0.0052376,           0.0052376
                 365,            0.011407,           0.0046794,                   0,             0.99996,                   1,               0.995,             0.90032,           0.0066127,           0.0021693,                   0,           0.0052174,           0.0052174,           0.0052174
                 366,            0.010817,           0.0047536,                   0,             0.99999,                   1,               0.995,              0.9157,            0.006668,           0.0020892,                   0,           0.0051973,           0.0051973,           0.0051973
                 367,            0.010742,           0.0049024,                   0,             0.99993,                   1,               0.995,             0.91204,           0.0066553,           0.0021633,                   0,           0.0051771,           0.0051771,           0.0051771
                 368,            0.011151,           0.0046462,                   0,             0.99996,                   1,               0.995,             0.91185,           0.0068225,           0.0021882,                   0,            0.005157,            0.005157,            0.005157
                 369,            0.010965,           0.0046341,                   0,             0.99997,                   1,               0.995,             0.91084,           0.0066908,           0.0022192,                   0,           0.0051369,           0.0051369,           0.0051369
                 370,            0.010741,           0.0047941,                   0,             0.99996,                   1,               0.995,             0.91118,           0.0066006,           0.0022362,                   0,           0.0051167,           0.0051167,           0.0051167
                 371,            0.010554,           0.0049216,                   0,                   1,                   1,               0.995,             0.89472,           0.0066396,           0.0023397,                   0,           0.0050966,           0.0050966,           0.0050966
                 372,            0.010311,           0.0052383,                   0,             0.99999,                   1,               0.995,             0.89327,           0.0067118,           0.0023557,                   0,           0.0050765,           0.0050765,           0.0050765
                 373,            0.011132,           0.0049833,                   0,                   1,                   1,               0.995,             0.90721,           0.0069442,           0.0023106,                   0,           0.0050564,           0.0050564,           0.0050564
                 374,           0.0097896,           0.0049331,                   0,             0.99997,                   1,               0.995,             0.89416,           0.0069636,           0.0022971,                   0,           0.0050363,           0.0050363,           0.0050363
                 375,            0.011144,           0.0045496,                   0,                   1,                   1,               0.995,             0.89626,           0.0069537,           0.0022603,                   0,           0.0050162,           0.0050162,           0.0050162
                 376,            0.010571,            0.004699,                   0,             0.99996,                   1,               0.995,             0.90446,           0.0068155,           0.0021878,                   0,           0.0049962,           0.0049962,           0.0049962
                 377,            0.012281,           0.0048774,                   0,             0.99997,                   1,               0.995,              0.9063,           0.0068397,           0.0021355,                   0,           0.0049761,           0.0049761,           0.0049761
                 378,            0.011845,           0.0049204,                   0,             0.99999,                   1,               0.995,               0.916,            0.006537,           0.0020658,                   0,            0.004956,            0.004956,            0.004956
                 379,            0.010764,           0.0047554,                   0,             0.99999,                   1,               0.995,             0.90049,           0.0067457,           0.0020579,                   0,            0.004936,            0.004936,            0.004936
                 380,            0.010717,           0.0045834,                   0,             0.99996,                   1,               0.995,             0.90644,           0.0068072,            0.002094,                   0,            0.004916,            0.004916,            0.004916
                 381,            0.011041,           0.0046118,                   0,             0.99997,                   1,               0.995,             0.90958,           0.0068277,           0.0021593,                   0,            0.004896,            0.004896,            0.004896
                 382,            0.011182,           0.0047042,                   0,             0.99998,                   1,               0.995,             0.90767,           0.0068016,           0.0021473,                   0,           0.0048759,           0.0048759,           0.0048759
                 383,            0.011959,            0.004583,                   0,             0.99997,                   1,               0.995,             0.91148,           0.0069638,           0.0021545,                   0,           0.0048559,           0.0048559,           0.0048559
                 384,            0.011132,           0.0047993,                   0,             0.99999,                   1,               0.995,             0.91112,           0.0067611,            0.002218,                   0,            0.004836,            0.004836,            0.004836
                 385,           0.0097435,           0.0050423,                   0,             0.99997,                   1,               0.995,             0.90238,           0.0067708,           0.0021952,                   0,            0.004816,            0.004816,            0.004816
                 386,            0.011042,           0.0047094,                   0,             0.99998,                   1,               0.995,             0.89785,            0.006504,           0.0021288,                   0,            0.004796,            0.004796,            0.004796
                 387,            0.010686,           0.0048752,                   0,             0.99999,                   1,               0.995,             0.89575,           0.0066133,           0.0021512,                   0,           0.0047761,           0.0047761,           0.0047761
                 388,            0.011638,           0.0045573,                   0,             0.99998,                   1,               0.995,             0.90588,           0.0062828,           0.0020575,                   0,           0.0047562,           0.0047562,           0.0047562
                 389,            0.010968,           0.0049834,                   0,             0.99997,                   1,               0.995,             0.89671,           0.0065425,            0.002066,                   0,           0.0047363,           0.0047363,           0.0047363
                 390,            0.010714,           0.0048062,                   0,             0.99999,                   1,               0.995,             0.89553,           0.0065671,           0.0021423,                   0,           0.0047164,           0.0047164,           0.0047164
                 391,            0.010087,           0.0048789,                   0,             0.99998,                   1,               0.995,             0.89762,           0.0065842,           0.0022458,                   0,           0.0046965,           0.0046965,           0.0046965
                 392,            0.010416,           0.0046079,                   0,                   1,                   1,               0.995,             0.91335,           0.0067752,           0.0022728,                   0,           0.0046766,           0.0046766,           0.0046766
                 393,            0.010284,           0.0048504,                   0,                   1,                   1,               0.995,             0.90424,           0.0069385,           0.0022619,                   0,           0.0046568,           0.0046568,           0.0046568
                 394,            0.010788,           0.0047745,                   0,             0.99997,                   1,               0.995,             0.91266,           0.0069006,           0.0021459,                   0,            0.004637,            0.004637,            0.004637
                 395,            0.010478,           0.0046961,                   0,             0.99996,                   1,               0.995,             0.90867,           0.0072887,           0.0021382,                   0,           0.0046171,           0.0046171,           0.0046171
                 396,            0.010742,           0.0048546,                   0,             0.99999,                   1,               0.995,             0.90636,           0.0068711,           0.0021591,                   0,           0.0045973,           0.0045973,           0.0045973
                 397,            0.010988,           0.0045734,                   0,             0.99999,                   1,               0.995,             0.90127,            0.006892,           0.0020702,                   0,           0.0045776,           0.0045776,           0.0045776
                 398,            0.011036,           0.0044906,                   0,             0.99999,                   1,               0.995,              0.9068,           0.0068619,           0.0020506,                   0,           0.0045578,           0.0045578,           0.0045578
                 399,            0.010031,           0.0049045,                   0,             0.99998,                   1,               0.995,             0.89402,           0.0068786,           0.0020972,                   0,           0.0045381,           0.0045381,           0.0045381
                 400,           0.0099674,           0.0046871,                   0,             0.99999,                   1,               0.995,             0.89066,            0.006854,           0.0021954,                   0,           0.0045184,           0.0045184,           0.0045184
                 401,           0.0092415,            0.004504,                   0,             0.99997,                   1,               0.995,             0.89157,           0.0065247,           0.0021776,                   0,           0.0044987,           0.0044987,           0.0044987
                 402,           0.0097376,           0.0045906,                   0,             0.99997,                   1,               0.995,             0.90141,           0.0066261,            0.002195,                   0,            0.004479,            0.004479,            0.004479
                 403,            0.009671,           0.0043985,                   0,             0.99996,                   1,               0.995,             0.89529,           0.0067401,           0.0022484,                   0,           0.0044593,           0.0044593,           0.0044593
                 404,            0.010154,           0.0047558,                   0,             0.99998,                   1,               0.995,             0.89813,           0.0067366,           0.0022949,                   0,           0.0044397,           0.0044397,           0.0044397
                 405,           0.0093524,           0.0045981,                   0,             0.99998,                   1,               0.995,             0.90073,           0.0068061,            0.002349,                   0,           0.0044201,           0.0044201,           0.0044201
                 406,           0.0096781,           0.0044284,                   0,             0.99998,                   1,               0.995,             0.90824,           0.0066371,           0.0022472,                   0,           0.0044005,           0.0044005,           0.0044005
                 407,             0.01016,           0.0045511,                   0,             0.99998,                   1,               0.995,              0.9063,            0.006801,           0.0022102,                   0,           0.0043809,           0.0043809,           0.0043809
                 408,            0.010874,           0.0046467,                   0,             0.99997,                   1,               0.995,             0.88049,           0.0069154,            0.002121,                   0,           0.0043613,           0.0043613,           0.0043613
                 409,           0.0092874,           0.0044102,                   0,             0.99998,                   1,               0.995,              0.9012,           0.0066182,           0.0020034,                   0,           0.0043418,           0.0043418,           0.0043418
                 410,            0.010389,           0.0044892,                   0,             0.99998,                   1,               0.995,             0.90268,           0.0065332,           0.0019149,                   0,           0.0043223,           0.0043223,           0.0043223
                 411,           0.0098345,           0.0046831,                   0,             0.99998,                   1,               0.995,             0.90484,           0.0064638,           0.0019739,                   0,           0.0043028,           0.0043028,           0.0043028
                 412,            0.010384,           0.0045987,                   0,             0.99997,                   1,               0.995,             0.89164,            0.006674,           0.0021017,                   0,           0.0042834,           0.0042834,           0.0042834
                 413,           0.0095851,           0.0045284,                   0,             0.99998,                   1,               0.995,             0.89388,           0.0065991,            0.002188,                   0,           0.0042639,           0.0042639,           0.0042639
                 414,           0.0098703,           0.0044381,                   0,             0.99998,                   1,               0.995,             0.89817,           0.0069511,           0.0022397,                   0,           0.0042445,           0.0042445,           0.0042445
                 415,           0.0097103,           0.0048937,                   0,             0.99998,                   1,               0.995,              0.9016,           0.0068802,           0.0022124,                   0,           0.0042252,           0.0042252,           0.0042252
                 416,            0.010115,           0.0044339,                   0,             0.99999,                   1,               0.995,              0.8911,           0.0066066,           0.0022288,                   0,           0.0042058,           0.0042058,           0.0042058
                 417,           0.0097096,           0.0043967,                   0,             0.99996,                   1,               0.995,             0.90215,           0.0066248,           0.0022448,                   0,           0.0041865,           0.0041865,           0.0041865
                 418,           0.0097922,           0.0043756,                   0,                   1,                   1,               0.995,             0.89949,           0.0068069,           0.0023165,                   0,           0.0041672,           0.0041672,           0.0041672
                 419,             0.01088,           0.0044444,                   0,                   1,                   1,               0.995,             0.90157,           0.0064367,           0.0023214,                   0,           0.0041479,           0.0041479,           0.0041479
                 420,            0.011131,           0.0051053,                   0,                   1,                   1,               0.995,             0.89432,           0.0065517,           0.0023222,                   0,           0.0041286,           0.0041286,           0.0041286
                 421,            0.011095,           0.0046157,                   0,                   1,                   1,               0.995,             0.90036,           0.0064398,           0.0022423,                   0,           0.0041094,           0.0041094,           0.0041094
                 422,            0.010749,           0.0047202,                   0,             0.99999,                   1,               0.995,             0.90671,           0.0065575,           0.0022011,                   0,           0.0040902,           0.0040902,           0.0040902
                 423,           0.0092188,           0.0045007,                   0,             0.99998,                   1,               0.995,               0.896,           0.0066505,           0.0021651,                   0,           0.0040711,           0.0040711,           0.0040711
                 424,           0.0097322,           0.0046765,                   0,             0.99996,                   1,               0.995,              0.8951,           0.0066895,           0.0021552,                   0,           0.0040519,           0.0040519,           0.0040519
                 425,           0.0092169,           0.0047212,                   0,             0.99996,                   1,               0.995,              0.8939,           0.0067112,           0.0022777,                   0,           0.0040328,           0.0040328,           0.0040328
                 426,           0.0095907,           0.0046716,                   0,             0.99999,                   1,               0.995,             0.89958,           0.0065047,            0.002344,                   0,           0.0040137,           0.0040137,           0.0040137
                 427,           0.0097226,            0.004508,                   0,             0.99996,                   1,               0.995,             0.90324,           0.0063332,           0.0022467,                   0,           0.0039947,           0.0039947,           0.0039947
                 428,            0.010193,            0.004486,                   0,                   1,                   1,               0.995,             0.90777,           0.0064299,           0.0021526,                   0,           0.0039757,           0.0039757,           0.0039757
                 429,            0.010321,           0.0044666,                   0,             0.99999,                   1,               0.995,             0.90748,           0.0063894,           0.0021283,                   0,           0.0039567,           0.0039567,           0.0039567
                 430,            0.010108,           0.0042972,                   0,             0.99998,                   1,               0.995,             0.90919,           0.0063693,           0.0021688,                   0,           0.0039377,           0.0039377,           0.0039377
                 431,             0.01013,           0.0045666,                   0,                   1,                   1,               0.995,             0.90415,            0.006299,           0.0022263,                   0,           0.0039188,           0.0039188,           0.0039188
                 432,           0.0098102,             0.00428,                   0,             0.99998,                   1,               0.995,             0.89848,           0.0062056,           0.0022853,                   0,           0.0038999,           0.0038999,           0.0038999
